id_Venda,fk_Cliente,fk_Produto,fk_Loja,Quantidade,dt_Venda
766979-7865826879-vd37326,3903,63,5,7,2023-12-07
766979-7865826879-vd37327,1096,31,2,24,2023-12-07
766979-7865826879-vd37328,1604,32,1,15,2023-12-07
766979-7865826879-vd37329,840,114,4,34,2023-12-07
766979-7865826879-vd37330,2758,102,4,34,2023-12-07
766979-7865826879-vd37331,1711,90,2,34,2023-12-07
766979-7865826879-vd37332,969,76,3,9,2023-12-07
766979-7865826879-vd37333,2479,5,3,9,2023-12-07
766979-7865826879-vd37334,1958,129,5,13,2023-12-07
766979-7865826879-vd37335,536,98,1,27,2023-12-07
766979-7865826879-vd37336,3845,38,4,34,2023-12-07
766979-7865826879-vd37337,3867,129,2,3,2023-12-07
766979-7865826879-vd37338,3611,46,4,34,2023-12-07
766979-7865826879-vd37339,612,129,3,30,2023-12-07
766979-7865826879-vd37340,3890,25,1,1,2023-12-07
766979-7865826879-vd37341,3949,124,2,28,2023-12-07
766979-7865826879-vd37342,197,133,4,25,2023-12-07
766979-7865826879-vd37343,818,31,4,21,2023-12-07
766979-7865826879-vd37344,1899,78,5,11,2023-12-07
766979-7865826879-vd37345,2396,63,4,31,2023-12-07
766979-7865826879-vd37346,1039,44,1,33,2023-12-07
766979-7865826879-vd37347,2639,123,3,25,2023-12-07
766979-7865826879-vd37348,1294,97,3,14,2023-12-07
766979-7865826879-vd37349,2002,29,4,20,2023-12-08
766979-7865826879-vd37350,1278,2,5,34,2023-12-08
766979-7865826879-vd37351,2458,46,4,11,2023-12-08
766979-7865826879-vd37352,66,124,3,7,2023-12-08
766979-7865826879-vd37353,359,39,5,3,2023-12-08
766979-7865826879-vd37354,2744,63,1,14,2023-12-08
766979-7865826879-vd37355,3235,98,1,25,2023-12-08
766979-7865826879-vd37356,3045,44,5,13,2023-12-08
766979-7865826879-vd37357,68,77,5,18,2023-12-08
766979-7865826879-vd37358,3181,6,4,35,2023-12-08
766979-7865826879-vd37359,40,49,3,32,2023-12-08
766979-7865826879-vd37360,506,113,3,7,2023-12-08
766979-7865826879-vd37361,135,36,1,27,2023-12-08
766979-7865826879-vd37362,1641,22,2,10,2023-12-08
766979-7865826879-vd37363,1015,129,5,31,2023-12-08
766979-7865826879-vd37364,3839,130,1,23,2023-12-08
766979-7865826879-vd37365,1842,31,5,17,2023-12-08
766979-7865826879-vd37366,408,39,5,9,2023-12-08
766979-7865826879-vd37367,1697,123,1,11,2023-12-08
766979-7865826879-vd37368,3178,58,1,24,2023-12-08
766979-7865826879-vd37369,3336,125,2,31,2023-12-08
766979-7865826879-vd37370,1793,129,4,21,2023-12-08
766979-7865826879-vd37371,747,83,4,6,2023-12-08
766979-7865826879-vd37372,2911,20,2,24,2023-12-08
766979-7865826879-vd37373,1732,99,1,27,2023-12-08
766979-7865826879-vd37374,711,70,2,1,2023-12-08
766979-7865826879-vd37375,313,39,1,24,2023-12-08
766979-7865826879-vd37376,3992,6,1,26,2023-12-08
766979-7865826879-vd37377,2623,39,1,18,2023-12-08
766979-7865826879-vd37378,2023,31,5,25,2023-12-08
766979-7865826879-vd37379,1923,93,5,5,2023-12-08
766979-7865826879-vd37380,2921,137,1,6,2023-12-08
766979-7865826879-vd37381,3806,48,5,8,2023-12-08
766979-7865826879-vd37382,2652,39,3,33,2023-12-08
766979-7865826879-vd37383,3913,88,4,19,2023-12-08
766979-7865826879-vd37384,2571,61,4,2,2023-12-08
766979-7865826879-vd37385,2955,107,5,23,2023-12-08
766979-7865826879-vd37386,1055,129,1,10,2023-12-08
766979-7865826879-vd37387,3543,133,1,27,2023-12-08
766979-7865826879-vd37388,2597,68,1,28,2023-12-08
766979-7865826879-vd37389,1707,78,4,16,2023-12-08
766979-7865826879-vd37390,2343,95,5,28,2023-12-08
766979-7865826879-vd37391,2270,36,5,18,2023-12-08
766979-7865826879-vd37392,1004,131,4,21,2023-12-08
766979-7865826879-vd37393,41,25,2,2,2023-12-08
766979-7865826879-vd37394,2182,49,4,13,2023-12-08
766979-7865826879-vd37395,3498,87,1,16,2023-12-08
766979-7865826879-vd37396,19,113,2,33,2023-12-08
766979-7865826879-vd37397,1645,108,1,6,2023-12-08
766979-7865826879-vd37398,1802,105,3,24,2023-12-08
766979-7865826879-vd37399,1276,44,5,31,2023-12-08
766979-7865826879-vd37400,3325,108,3,1,2023-12-08
766979-7865826879-vd37401,3995,36,3,16,2023-12-08
766979-7865826879-vd37402,817,58,2,12,2023-12-08
766979-7865826879-vd37403,63,123,3,30,2023-12-08
766979-7865826879-vd37404,803,87,2,24,2023-12-08
766979-7865826879-vd37405,34,8,3,18,2023-12-08
766979-7865826879-vd37406,2370,130,2,22,2023-12-08
766979-7865826879-vd37407,2159,99,5,2,2023-12-08
766979-7865826879-vd37408,206,25,5,6,2023-12-08
766979-7865826879-vd37409,236,77,1,19,2023-12-08
766979-7865826879-vd37410,1781,77,1,12,2023-12-08
766979-7865826879-vd37411,2397,127,5,13,2023-12-08
766979-7865826879-vd37412,3525,130,2,21,2023-12-08
766979-7865826879-vd37413,3575,105,3,17,2023-12-08
766979-7865826879-vd37414,2753,115,4,22,2023-12-08
766979-7865826879-vd37415,899,80,5,13,2023-12-08
766979-7865826879-vd37416,2824,104,3,17,2023-12-08
766979-7865826879-vd37417,3805,22,5,18,2023-12-08
766979-7865826879-vd37418,3757,25,4,19,2023-12-08
766979-7865826879-vd37419,3567,45,2,23,2023-12-08
766979-7865826879-vd37420,1536,78,2,28,2023-12-08
766979-7865826879-vd37421,3307,82,4,28,2023-12-08
766979-7865826879-vd37422,2463,27,2,1,2023-12-08
766979-7865826879-vd37423,1714,78,2,4,2023-12-08
766979-7865826879-vd37424,826,78,5,21,2023-12-08
766979-7865826879-vd37425,470,63,2,29,2023-12-08
766979-7865826879-vd37426,3392,83,1,18,2023-12-08
766979-7865826879-vd37427,1460,90,4,18,2023-12-08
766979-7865826879-vd37428,1391,90,5,15,2023-12-08
766979-7865826879-vd37429,894,44,3,26,2023-12-08
766979-7865826879-vd37430,2527,24,4,31,2023-12-08
766979-7865826879-vd37431,3743,41,5,33,2023-12-08
766979-7865826879-vd37432,2394,104,1,9,2023-12-08
766979-7865826879-vd37433,1117,107,5,29,2023-12-08
766979-7865826879-vd37434,3349,98,3,7,2023-12-08
766979-7865826879-vd37435,2628,87,2,28,2023-12-08
766979-7865826879-vd37436,3753,130,2,8,2023-12-08
766979-7865826879-vd37437,404,52,2,27,2023-12-08
766979-7865826879-vd37438,3755,45,5,10,2023-12-08
766979-7865826879-vd37439,501,91,1,20,2023-12-08
766979-7865826879-vd37440,940,64,4,21,2023-12-08
766979-7865826879-vd37441,3856,98,5,22,2023-12-08
766979-7865826879-vd37442,1827,130,5,6,2023-12-08
766979-7865826879-vd37443,603,5,1,4,2023-12-08
766979-7865826879-vd37444,1259,107,2,12,2023-12-08
766979-7865826879-vd37445,3005,27,2,30,2023-12-08
766979-7865826879-vd37446,3030,70,3,10,2023-12-08
766979-7865826879-vd37447,3190,34,1,15,2023-12-08
766979-7865826879-vd37448,1006,124,5,31,2023-12-08
766979-7865826879-vd37449,3626,45,3,5,2023-12-08
766979-7865826879-vd37450,522,95,2,24,2023-12-08
766979-7865826879-vd37451,152,90,4,10,2023-12-08
766979-7865826879-vd37452,3393,129,5,22,2023-12-08
766979-7865826879-vd37453,1865,87,3,25,2023-12-08
766979-7865826879-vd37454,2735,53,2,15,2023-12-08
766979-7865826879-vd37455,990,53,5,2,2023-12-08
766979-7865826879-vd37456,2584,110,5,6,2023-12-08
766979-7865826879-vd37457,524,104,4,15,2023-12-08
766979-7865826879-vd37458,3296,49,1,8,2023-12-08
766979-7865826879-vd37459,450,135,5,4,2023-12-08
766979-7865826879-vd37460,51,102,4,2,2023-12-08
766979-7865826879-vd37461,2939,6,4,26,2023-12-08
766979-7865826879-vd37462,1905,39,5,29,2023-12-09
766979-7865826879-vd37463,2034,107,5,12,2023-12-09
766979-7865826879-vd37464,3044,80,2,2,2023-12-09
766979-7865826879-vd37465,881,104,5,12,2023-12-09
766979-7865826879-vd37466,1915,131,5,31,2023-12-09
766979-7865826879-vd37467,2112,24,2,12,2023-12-09
766979-7865826879-vd37468,71,69,1,2,2023-12-09
766979-7865826879-vd37469,2869,91,3,21,2023-12-09
766979-7865826879-vd37470,2154,41,3,33,2023-12-09
766979-7865826879-vd37471,3171,125,1,23,2023-12-09
766979-7865826879-vd37472,3730,21,3,1,2023-12-09
766979-7865826879-vd37473,3718,133,1,17,2023-12-09
766979-7865826879-vd37474,187,44,5,27,2023-12-09
766979-7865826879-vd37475,2782,83,4,27,2023-12-09
766979-7865826879-vd37476,2608,98,1,26,2023-12-09
766979-7865826879-vd37477,3655,41,1,9,2023-12-09
766979-7865826879-vd37478,1696,28,1,7,2023-12-09
766979-7865826879-vd37479,1085,64,2,26,2023-12-09
766979-7865826879-vd37480,3784,33,4,3,2023-12-09
766979-7865826879-vd37481,1390,104,2,21,2023-12-09
766979-7865826879-vd37482,1777,101,2,13,2023-12-09
766979-7865826879-vd37483,280,65,4,11,2023-12-09
766979-7865826879-vd37484,927,26,1,1,2023-12-09
766979-7865826879-vd37485,2763,44,4,25,2023-12-09
766979-7865826879-vd37486,2398,80,3,16,2023-12-09
766979-7865826879-vd37487,542,63,1,32,2023-12-09
766979-7865826879-vd37488,61,44,4,1,2023-12-09
766979-7865826879-vd37489,757,39,2,12,2023-12-09
766979-7865826879-vd37490,93,16,1,33,2023-12-09
766979-7865826879-vd37491,2407,44,5,18,2023-12-09
766979-7865826879-vd37492,3719,131,1,14,2023-12-09
766979-7865826879-vd37493,102,129,1,19,2023-12-09
766979-7865826879-vd37494,1022,24,4,9,2023-12-09
766979-7865826879-vd37495,1530,131,1,30,2023-12-09
766979-7865826879-vd37496,1361,101,4,33,2023-12-09
766979-7865826879-vd37497,3949,129,2,32,2023-12-09
766979-7865826879-vd37498,1555,98,3,31,2023-12-09
766979-7865826879-vd37499,3562,97,2,1,2023-12-09
766979-7865826879-vd37500,785,124,2,20,2023-12-09
766979-7865826879-vd37501,3356,27,1,15,2023-12-09
766979-7865826879-vd37502,3605,78,4,3,2023-12-09
766979-7865826879-vd37503,685,104,2,33,2023-12-09
766979-7865826879-vd37504,601,39,1,21,2023-12-09
766979-7865826879-vd37505,2941,113,4,28,2023-12-09
766979-7865826879-vd37506,2944,123,5,6,2023-12-09
766979-7865826879-vd37507,2877,62,5,2,2023-12-09
766979-7865826879-vd37508,3962,98,2,25,2023-12-09
766979-7865826879-vd37509,685,44,2,10,2023-12-09
766979-7865826879-vd37510,896,73,3,25,2023-12-09
766979-7865826879-vd37511,1706,93,2,11,2023-12-09
766979-7865826879-vd37512,1206,105,2,8,2023-12-09
766979-7865826879-vd37513,2171,77,4,16,2023-12-09
766979-7865826879-vd37514,1339,22,3,11,2023-12-09
766979-7865826879-vd37515,3770,90,5,27,2023-12-09
766979-7865826879-vd37516,1365,130,1,33,2023-12-09
766979-7865826879-vd37517,3576,25,2,32,2023-12-09
766979-7865826879-vd37518,2901,125,1,6,2023-12-09
766979-7865826879-vd37519,2724,77,3,17,2023-12-09
766979-7865826879-vd37520,3702,71,1,32,2023-12-09
766979-7865826879-vd37521,2029,25,3,27,2023-12-09
766979-7865826879-vd37522,1943,78,4,29,2023-12-09
766979-7865826879-vd37523,3156,49,2,22,2023-12-09
766979-7865826879-vd37524,258,49,1,33,2023-12-09
766979-7865826879-vd37525,785,37,3,1,2023-12-09
766979-7865826879-vd37526,1500,77,5,13,2023-12-09
766979-7865826879-vd37527,3949,19,3,7,2023-12-09
766979-7865826879-vd37528,2863,52,3,23,2023-12-09
766979-7865826879-vd37529,3226,36,2,9,2023-12-09
766979-7865826879-vd37530,1231,90,2,5,2023-12-09
766979-7865826879-vd37531,3018,130,2,29,2023-12-09
766979-7865826879-vd37532,3875,134,1,22,2023-12-09
766979-7865826879-vd37533,3672,129,1,24,2023-12-09
766979-7865826879-vd37534,1626,99,4,19,2023-12-09
766979-7865826879-vd37535,1118,42,4,29,2023-12-09
766979-7865826879-vd37536,2176,119,3,23,2023-12-09
766979-7865826879-vd37537,1651,4,2,8,2023-12-09
766979-7865826879-vd37538,981,6,3,21,2023-12-09
766979-7865826879-vd37539,2698,77,4,25,2023-12-09
766979-7865826879-vd37540,387,95,1,12,2023-12-09
766979-7865826879-vd37541,3360,18,1,10,2023-12-09
766979-7865826879-vd37542,3957,127,5,31,2023-12-09
766979-7865826879-vd37543,203,107,2,1,2023-12-09
766979-7865826879-vd37544,2418,115,2,24,2023-12-09
766979-7865826879-vd37545,3858,49,5,7,2023-12-09
766979-7865826879-vd37546,1942,16,4,14,2023-12-09
766979-7865826879-vd37547,3779,77,4,18,2023-12-09
766979-7865826879-vd37548,3536,51,3,2,2023-12-09
766979-7865826879-vd37549,1933,98,2,6,2023-12-09
766979-7865826879-vd37550,2094,123,5,20,2023-12-09
766979-7865826879-vd37551,1407,99,1,17,2023-12-09
766979-7865826879-vd37552,3545,78,2,22,2023-12-09
766979-7865826879-vd37553,3898,78,5,3,2023-12-09
766979-7865826879-vd37554,791,99,4,6,2023-12-09
766979-7865826879-vd37555,2173,69,2,28,2023-12-09
766979-7865826879-vd37556,149,29,4,33,2023-12-09
766979-7865826879-vd37557,1507,34,5,17,2023-12-09
766979-7865826879-vd37558,1925,93,4,32,2023-12-09
766979-7865826879-vd37559,3226,36,1,25,2023-12-09
766979-7865826879-vd37560,1934,129,5,7,2023-12-09
766979-7865826879-vd37561,2954,129,2,26,2023-12-09
766979-7865826879-vd37562,1920,133,3,25,2023-12-09
766979-7865826879-vd37563,1244,2,5,2,2023-12-09
766979-7865826879-vd37564,925,33,5,28,2023-12-09
766979-7865826879-vd37565,3344,41,4,13,2023-12-09
766979-7865826879-vd37566,3911,107,2,25,2023-12-09
766979-7865826879-vd37567,2576,49,2,23,2023-12-09
766979-7865826879-vd37568,283,22,2,24,2023-12-09
766979-7865826879-vd37569,3507,87,4,18,2023-12-09
766979-7865826879-vd37570,271,49,3,33,2023-12-09
766979-7865826879-vd37571,1217,108,1,32,2023-12-09
766979-7865826879-vd37572,3963,39,1,33,2023-12-09
766979-7865826879-vd37573,1230,74,3,34,2023-12-09
766979-7865826879-vd37574,2779,131,1,15,2023-12-09
766979-7865826879-vd37575,3722,3,3,32,2023-12-09
766979-7865826879-vd37576,3085,44,1,16,2023-12-09
766979-7865826879-vd37577,1223,41,4,29,2023-12-10
766979-7865826879-vd37578,3071,8,3,8,2023-12-10
766979-7865826879-vd37579,3942,104,5,34,2023-12-10
766979-7865826879-vd37580,2290,52,2,8,2023-12-10
766979-7865826879-vd37581,1158,129,1,8,2023-12-10
766979-7865826879-vd37582,364,72,5,13,2023-12-10
766979-7865826879-vd37583,3538,2,3,5,2023-12-10
766979-7865826879-vd37584,1796,98,3,16,2023-12-10
766979-7865826879-vd37585,1249,68,1,34,2023-12-10
766979-7865826879-vd37586,3911,39,1,22,2023-12-10
766979-7865826879-vd37587,1089,90,1,11,2023-12-10
766979-7865826879-vd37588,140,41,4,12,2023-12-10
766979-7865826879-vd37589,3416,83,1,5,2023-12-10
766979-7865826879-vd37590,3467,49,2,35,2023-12-10
766979-7865826879-vd37591,1197,67,5,10,2023-12-10
766979-7865826879-vd37592,2134,115,4,11,2023-12-10
766979-7865826879-vd37593,1080,107,3,30,2023-12-10
766979-7865826879-vd37594,3564,44,4,34,2023-12-10
766979-7865826879-vd37595,3120,46,5,24,2023-12-10
766979-7865826879-vd37596,43,31,4,9,2023-12-10
766979-7865826879-vd37597,1778,21,1,2,2023-12-10
766979-7865826879-vd37598,837,112,4,2,2023-12-10
766979-7865826879-vd37599,857,72,4,24,2023-12-10
766979-7865826879-vd37600,1416,129,4,35,2023-12-10
766979-7865826879-vd37601,2563,102,4,16,2023-12-10
766979-7865826879-vd37602,3230,9,5,4,2023-12-10
766979-7865826879-vd37603,1413,90,4,18,2023-12-10
766979-7865826879-vd37604,1748,29,3,23,2023-12-10
766979-7865826879-vd37605,1815,77,1,34,2023-12-10
766979-7865826879-vd37606,3008,98,1,3,2023-12-10
766979-7865826879-vd37607,896,83,1,1,2023-12-10
766979-7865826879-vd37608,3217,121,3,17,2023-12-10
766979-7865826879-vd37609,779,54,2,18,2023-12-10
766979-7865826879-vd37610,399,36,2,22,2023-12-10
766979-7865826879-vd37611,1047,113,5,13,2023-12-10
766979-7865826879-vd37612,2321,99,5,13,2023-12-10
766979-7865826879-vd37613,3536,34,1,13,2023-12-10
766979-7865826879-vd37614,1676,99,3,22,2023-12-10
766979-7865826879-vd37615,1064,104,2,6,2023-12-10
766979-7865826879-vd37616,2118,31,3,23,2023-12-10
766979-7865826879-vd37617,3205,86,2,24,2023-12-10
766979-7865826879-vd37618,2469,78,2,10,2023-12-10
766979-7865826879-vd37619,1410,101,4,24,2023-12-10
766979-7865826879-vd37620,3362,104,4,26,2023-12-10
766979-7865826879-vd37621,2913,123,1,35,2023-12-10
766979-7865826879-vd37622,3850,76,3,19,2023-12-10
766979-7865826879-vd37623,475,44,2,28,2023-12-10
766979-7865826879-vd37624,3640,99,5,14,2023-12-10
766979-7865826879-vd37625,3556,53,5,13,2023-12-10
766979-7865826879-vd37626,1760,90,5,7,2023-12-10
766979-7865826879-vd37627,326,115,4,18,2023-12-10
766979-7865826879-vd37628,3601,83,5,17,2023-12-10
766979-7865826879-vd37629,2050,99,4,25,2023-12-10
766979-7865826879-vd37630,2340,101,5,14,2023-12-10
766979-7865826879-vd37631,3964,18,1,8,2023-12-10
766979-7865826879-vd37632,534,83,4,12,2023-12-10
766979-7865826879-vd37633,1172,21,5,3,2023-12-10
766979-7865826879-vd37634,3064,44,3,30,2023-12-10
766979-7865826879-vd37635,1625,8,4,5,2023-12-10
766979-7865826879-vd37636,1387,31,4,9,2023-12-10
766979-7865826879-vd37637,3396,78,4,24,2023-12-10
766979-7865826879-vd37638,1077,34,4,35,2023-12-10
766979-7865826879-vd37639,1853,124,2,32,2023-12-10
766979-7865826879-vd37640,780,71,1,7,2023-12-10
766979-7865826879-vd37641,1020,4,4,35,2023-12-10
766979-7865826879-vd37642,2217,37,3,18,2023-12-10
766979-7865826879-vd37643,130,101,5,22,2023-12-10
766979-7865826879-vd37644,707,77,4,29,2023-12-10
766979-7865826879-vd37645,2296,34,4,25,2023-12-10
766979-7865826879-vd37646,2638,104,3,28,2023-12-10
766979-7865826879-vd37647,1249,95,2,29,2023-12-10
766979-7865826879-vd37648,2722,123,1,18,2023-12-10
766979-7865826879-vd37649,3445,88,2,10,2023-12-10
766979-7865826879-vd37650,1560,8,1,24,2023-12-10
766979-7865826879-vd37651,2265,87,5,25,2023-12-10
766979-7865826879-vd37652,1506,48,3,25,2023-12-10
766979-7865826879-vd37653,1429,83,3,27,2023-12-10
766979-7865826879-vd37654,1233,51,3,9,2023-12-10
766979-7865826879-vd37655,2316,98,2,20,2023-12-10
766979-7865826879-vd37656,3824,130,2,26,2023-12-10
766979-7865826879-vd37657,2746,135,1,22,2023-12-10
766979-7865826879-vd37658,710,44,4,19,2023-12-10
766979-7865826879-vd37659,2264,80,5,25,2023-12-10
766979-7865826879-vd37660,3075,36,3,35,2023-12-10
766979-7865826879-vd37661,1441,61,1,33,2023-12-10
766979-7865826879-vd37662,2034,23,3,28,2023-12-10
766979-7865826879-vd37663,2958,25,4,10,2023-12-10
766979-7865826879-vd37664,2187,90,3,32,2023-12-10
766979-7865826879-vd37665,3155,107,5,13,2023-12-10
766979-7865826879-vd37666,3649,4,4,19,2023-12-10
766979-7865826879-vd37667,1384,78,2,26,2023-12-10
766979-7865826879-vd37668,3255,133,1,20,2023-12-10
766979-7865826879-vd37669,2818,39,3,21,2023-12-10
766979-7865826879-vd37670,3569,88,1,10,2023-12-10
766979-7865826879-vd37671,23,29,1,29,2023-12-10
766979-7865826879-vd37672,1676,24,5,28,2023-12-10
766979-7865826879-vd37673,2295,104,4,31,2023-12-10
766979-7865826879-vd37674,2472,98,1,5,2023-12-10
766979-7865826879-vd37675,3265,5,2,22,2023-12-10
766979-7865826879-vd37676,3937,2,3,17,2023-12-10
766979-7865826879-vd37677,2754,83,4,24,2023-12-10
766979-7865826879-vd37678,3342,97,4,10,2023-12-10
766979-7865826879-vd37679,3719,108,4,33,2023-12-10
766979-7865826879-vd37680,1906,101,2,27,2023-12-10
766979-7865826879-vd37681,2884,104,1,23,2023-12-10
766979-7865826879-vd37682,1083,131,2,30,2023-12-10
766979-7865826879-vd37683,3436,88,1,4,2023-12-10
766979-7865826879-vd37684,760,83,1,28,2023-12-10
766979-7865826879-vd37685,2618,73,3,5,2023-12-10
766979-7865826879-vd37686,1142,90,2,6,2023-12-11
766979-7865826879-vd37687,345,131,5,11,2023-12-11
766979-7865826879-vd37688,3020,127,4,31,2023-12-11
766979-7865826879-vd37689,840,115,1,31,2023-12-11
766979-7865826879-vd37690,3907,77,4,15,2023-12-11
766979-7865826879-vd37691,421,33,4,16,2023-12-11
766979-7865826879-vd37692,1108,83,3,18,2023-12-11
766979-7865826879-vd37693,2743,28,1,2,2023-12-11
766979-7865826879-vd37694,1163,32,2,33,2023-12-11
766979-7865826879-vd37695,3308,71,1,33,2023-12-11
766979-7865826879-vd37696,1152,87,1,33,2023-12-11
766979-7865826879-vd37697,3312,5,1,14,2023-12-11
766979-7865826879-vd37698,1793,46,2,26,2023-12-11
766979-7865826879-vd37699,1003,77,2,29,2023-12-11
766979-7865826879-vd37700,3219,130,1,12,2023-12-11
766979-7865826879-vd37701,1685,39,5,21,2023-12-11
766979-7865826879-vd37702,2303,114,2,21,2023-12-11
766979-7865826879-vd37703,90,135,4,15,2023-12-11
766979-7865826879-vd37704,293,34,2,35,2023-12-11
766979-7865826879-vd37705,3210,78,2,1,2023-12-11
766979-7865826879-vd37706,1742,104,1,18,2023-12-11
766979-7865826879-vd37707,2908,54,4,32,2023-12-11
766979-7865826879-vd37708,3218,108,2,8,2023-12-11
766979-7865826879-vd37709,1744,67,3,22,2023-12-11
766979-7865826879-vd37710,429,83,1,29,2023-12-11
766979-7865826879-vd37711,3580,133,1,20,2023-12-11
766979-7865826879-vd37712,339,23,5,21,2023-12-11
766979-7865826879-vd37713,669,5,1,4,2023-12-11
766979-7865826879-vd37714,1784,123,3,25,2023-12-11
766979-7865826879-vd37715,3233,77,1,29,2023-12-11
766979-7865826879-vd37716,3021,70,2,6,2023-12-11
766979-7865826879-vd37717,3580,107,5,12,2023-12-11
766979-7865826879-vd37718,3218,104,5,22,2023-12-11
766979-7865826879-vd37719,3024,123,1,3,2023-12-11
766979-7865826879-vd37720,722,45,3,18,2023-12-11
766979-7865826879-vd37721,2568,63,2,9,2023-12-11
766979-7865826879-vd37722,1077,88,1,15,2023-12-11
766979-7865826879-vd37723,1410,44,1,28,2023-12-11
766979-7865826879-vd37724,3048,28,4,9,2023-12-11
766979-7865826879-vd37725,1590,104,2,19,2023-12-11
766979-7865826879-vd37726,544,88,5,25,2023-12-11
766979-7865826879-vd37727,500,25,2,33,2023-12-11
766979-7865826879-vd37728,1601,36,5,30,2023-12-11
766979-7865826879-vd37729,3589,39,2,29,2023-12-11
766979-7865826879-vd37730,3962,67,1,35,2023-12-11
766979-7865826879-vd37731,2414,51,4,34,2023-12-11
766979-7865826879-vd37732,860,107,4,9,2023-12-11
766979-7865826879-vd37733,2054,49,4,30,2023-12-11
766979-7865826879-vd37734,3224,60,4,10,2023-12-11
766979-7865826879-vd37735,3164,82,2,19,2023-12-11
766979-7865826879-vd37736,1552,133,5,2,2023-12-11
766979-7865826879-vd37737,3904,91,4,19,2023-12-11
766979-7865826879-vd37738,532,38,1,33,2023-12-11
766979-7865826879-vd37739,3958,117,1,22,2023-12-11
766979-7865826879-vd37740,1638,42,3,18,2023-12-11
766979-7865826879-vd37741,3255,87,1,5,2023-12-11
766979-7865826879-vd37742,2034,24,1,23,2023-12-11
766979-7865826879-vd37743,3930,98,1,18,2023-12-11
766979-7865826879-vd37744,3608,83,3,29,2023-12-11
766979-7865826879-vd37745,2498,19,3,13,2023-12-11
766979-7865826879-vd37746,2789,133,4,17,2023-12-11
766979-7865826879-vd37747,1391,26,4,14,2023-12-11
766979-7865826879-vd37748,3666,83,2,22,2023-12-11
766979-7865826879-vd37749,1174,114,3,6,2023-12-11
766979-7865826879-vd37750,1312,36,5,28,2023-12-11
766979-7865826879-vd37751,3934,41,1,19,2023-12-11
766979-7865826879-vd37752,3022,131,4,28,2023-12-11
766979-7865826879-vd37753,3650,29,4,9,2023-12-11
766979-7865826879-vd37754,773,24,3,19,2023-12-11
766979-7865826879-vd37755,2724,129,2,11,2023-12-11
766979-7865826879-vd37756,372,114,1,13,2023-12-11
766979-7865826879-vd37757,2110,22,2,26,2023-12-11
766979-7865826879-vd37758,2443,129,2,15,2023-12-11
766979-7865826879-vd37759,492,76,3,30,2023-12-11
766979-7865826879-vd37760,527,125,5,28,2023-12-11
766979-7865826879-vd37761,2883,34,3,29,2023-12-11
766979-7865826879-vd37762,2174,87,1,29,2023-12-11
766979-7865826879-vd37763,228,138,1,28,2023-12-11
766979-7865826879-vd37764,637,90,3,33,2023-12-11
766979-7865826879-vd37765,3870,104,5,21,2023-12-11
766979-7865826879-vd37766,1787,6,2,6,2023-12-11
766979-7865826879-vd37767,569,129,4,25,2023-12-11
766979-7865826879-vd37768,520,98,1,16,2023-12-11
766979-7865826879-vd37769,2983,112,2,9,2023-12-11
766979-7865826879-vd37770,2213,82,4,18,2023-12-11
766979-7865826879-vd37771,1562,123,5,4,2023-12-11
766979-7865826879-vd37772,952,138,3,16,2023-12-11
766979-7865826879-vd37773,147,131,4,19,2023-12-11
766979-7865826879-vd37774,3792,90,4,27,2023-12-11
766979-7865826879-vd37775,1598,78,5,35,2023-12-11
766979-7865826879-vd37776,1855,129,4,33,2023-12-11
766979-7865826879-vd37777,2623,25,1,20,2023-12-11
766979-7865826879-vd37778,2371,39,2,17,2023-12-11
766979-7865826879-vd37779,3854,86,3,21,2023-12-11
766979-7865826879-vd37780,111,129,1,7,2023-12-11
766979-7865826879-vd37781,2830,129,5,1,2023-12-11
766979-7865826879-vd37782,1707,129,2,4,2023-12-11
766979-7865826879-vd37783,2614,26,1,7,2023-12-11
766979-7865826879-vd37784,3319,49,4,14,2023-12-11
766979-7865826879-vd37785,3229,3,2,32,2023-12-11
766979-7865826879-vd37786,513,104,5,18,2023-12-11
766979-7865826879-vd37787,2546,16,2,27,2023-12-11
766979-7865826879-vd37788,1300,56,2,30,2023-12-11
766979-7865826879-vd37789,997,9,2,8,2023-12-11
766979-7865826879-vd37790,3722,93,3,3,2023-12-11
766979-7865826879-vd37791,1260,51,2,26,2023-12-11
766979-7865826879-vd37792,3326,104,1,21,2023-12-11
766979-7865826879-vd37793,214,63,1,25,2023-12-11
766979-7865826879-vd37794,290,45,2,27,2023-12-11
766979-7865826879-vd37795,2637,121,2,12,2023-12-11
766979-7865826879-vd37796,178,129,2,26,2023-12-11
766979-7865826879-vd37797,842,63,1,33,2023-12-11
766979-7865826879-vd37798,1489,95,2,3,2023-12-11
766979-7865826879-vd37799,1875,101,5,16,2023-12-11
766979-7865826879-vd37800,2387,3,4,3,2023-12-11
766979-7865826879-vd37801,3230,9,1,24,2023-12-11
766979-7865826879-vd37802,2450,123,2,28,2023-12-11
766979-7865826879-vd37803,1732,78,5,13,2023-12-12
766979-7865826879-vd37804,2774,24,3,13,2023-12-12
766979-7865826879-vd37805,2471,21,3,22,2023-12-12
766979-7865826879-vd37806,3423,77,5,23,2023-12-12
766979-7865826879-vd37807,3305,8,3,1,2023-12-12
766979-7865826879-vd37808,1353,123,5,18,2023-12-12
766979-7865826879-vd37809,746,113,1,14,2023-12-12
766979-7865826879-vd37810,181,44,5,22,2023-12-12
